facility_id,facility_name,jurisdiction,facility_type,security_level,operational_status,street_address,city,state,zip_code,county,county_fips,phone_number,website,latitude,longitude,design_capacity,population,gender,data_source
10002994,Nevada State Prison,State,State / Federal Prison,Medium,Closed,3301 E 5th St,Carson City,NV,89701,Carson City (City),32510,(775) 297-0240,http://doc.nv.gov/Facilities/NSP_Facility/,39.159643,-119.736042,841,0,Not Specified,DHS HIFLD Critical Infrastructure
10002996,Northern Nevada Correctional Center,State,Adult Correctional Facility,Medium,Open,1721 Snyder Ave,Carson City,NV,89701,Carson City (City),32510,(775) 887-9297,http://doc.nv.gov/Facilities/Home/,39.108852,-119.744029,1619,1411,Not Specified,DHS HIFLD Critical Infrastructure
10002997,Stewart Conservation Camp,State,Work Camp / Conservation Camp,Minimum,Open,1721 Snyder Ave,Carson City,NV,89702,Carson City (City),32510,(775) 887-9310,http://doc.nv.gov/Facilities/Home/,39.106328,-119.746854,360,357,Not Specified,DHS HIFLD Critical Infrastructure
10002995,Warm Springs Correctional Center,State,Adult Correctional Facility,Medium,Open,3301 E 5th St,Carson City,NV,89701,Carson City (City),32510,(775) 684-3000,http://doc.nv.gov/Facilities/Home/,39.156777,-119.737223,532,573,Not Specified,DHS HIFLD Critical Infrastructure
10000259,Nevada Youth Training Center,State,Juvenile Detention / Residential,Juvenile,Open,100 Youth Center Drive,Elko,NV,89801,Elko,32007,(775) 738-6200,http://dcfs.nv.gov/Programs/JJS/Nevada_Youth_Training_Center/,40.880491,-115.727199,160,51,Not Specified,DHS HIFLD Critical Infrastructure
10003800,Ely Conservation Camp,State,Work Camp / Conservation Camp,Minimum,Open,Hc 10 Box 10813,Ely,NV,89301,White Pine,32033,(775) 289-8430,http://doc.nv.gov/Facilities/ECC_Facility/,39.041767,-114.726357,150,125,Not Specified,DHS HIFLD Critical Infrastructure
10003799,Ely State Prison,State,State / Federal Prison,Maximum,Open,4569 N State Route,Ely,NV,89301,White Pine,32033,(775) 289-8800,http://doc.nv.gov/Facilities/ESP_Facility/,39.385538,-114.938472,1183,1142,Not Specified,DHS HIFLD Critical Infrastructure
10003004,High Desert State Prison,State,State / Federal Prison,Medium,Open,22010 Cold Creek Rd,Indian Springs,NV,89070,Clark,32003,(702) 879-6789,http://doc.nv.gov/Facilities/HDSP_Faciltiy/,36.516022,-115.584662,4176,3669,Not Specified,DHS HIFLD Critical Infrastructure
10003005,Southern Desert Correctional Center,State,Adult Correctional Facility,Medium,Open,20825 Cold Creek Rd,Indian Springs,NV,89070,Clark,32003,(702) 879-3800,http://doc.nv.gov/Facilities/Home/,36.514785,-115.554418,2149,2150,Not Specified,DHS HIFLD Critical Infrastructure
10003006,Three Lakes Valley Conservation & Boot Camp,State,Work Camp / Conservation Camp,Minimum,Open,20825 Cold Creek Rd,Indian Springs,NV,89070,Clark,32003,(702) 879-5472,http://doc.nv.gov/Facilities/TLVCC_Facility/,36.51452,-115.561132,192,330,Not Specified,DHS HIFLD Critical Infrastructure
10003012,Jean Conservation Camp,State,Work Camp / Conservation Camp,Minimum,Open,3 Prison Rd,Jean,NV,89019,Clark,32003,(702) 874-2509,http://doc.nv.gov/Facilities/JCC_Facility/,35.773193,-115.315356,240,184,Not Specified,DHS HIFLD Critical Infrastructure
10003013,Southern Nevada Correctional Center,State,Adult Correctional Facility,Medium,Closed,1 Prison Rd,Jean,NV,89019,Clark,32003,(702) 874-2509,http://doc.nv.gov/Facilities/SNCC_Facility/,35.774292,-115.312814,500,0,Not Specified,DHS HIFLD Critical Infrastructure
10003014,Casa Grande Transitional Housing,State,Adult Correctional Facility,Minimum,Open,3955 W Russell Rd,Las Vegas,NV,89118,Clark,32003,(702) 486-9906,http://doc.nv.gov/layouts/Page_Style_1.aspx?id=92214,36.085784,-115.192319,400,331,Not Specified,DHS HIFLD Critical Infrastructure
10000261,Florence McClure Women's Correctional Center,State,Adult Correctional Facility,Close,Open,4370 Smiley Rd,Las Vegas,NV,89115,Clark,32003,(702) 668-7200,http://doc.nv.gov/Facilities/FMWCC_Facility/,36.257518,-115.076968,950,991,Not Specified,DHS HIFLD Critical Infrastructure
10006614,Stein Forensic Unit,State,Adult Correctional Facility,Maximum,Open,6161 West Charleston Blvd,Las Vegas,NV,89146,Clark,32003,(702) 486-4400,http://dpbh.nv.gov/Programs/ClinicalBehavioralServ/Clinical_Behavioral_Services_-_Home/,36.156866,-115.226878,47,12,Not Specified,DHS HIFLD Critical Infrastructure
10003008,Summit View Youth Center,State,Juvenile Detention / Residential,Juvenile,Open,5730 Range Rd,Las Vegas,NV,89115,Clark,32003,(702) 668-4755,http://dcfs.nv.gov/Programs/JJS/SUMMIT_VIEW_YOUTH_CENTER/,36.264833,-115.053986,50,34,Not Specified,DHS HIFLD Critical Infrastructure
10002991,Lovelock Correctional Center,State,Adult Correctional Facility,Close,Open,1200 Prison Rd,Lovelock,NV,89419,Pershing,32027,(775) 273-1300,http://doc.nv.gov/Facilities/Home/,40.223072,-118.388806,1680,1681,Not Specified,DHS HIFLD Critical Infrastructure
10003002,Pioche Conservation Camp,State,Work Camp / Conservation Camp,Minimum,Open,1 Hardtimes Rd,Pioche,NV,89043,Lincoln,32017,(775) 962-5125,http://doc.nv.gov/Facilities/Home/,37.955821,-114.417957,238,213,Not Specified,DHS HIFLD Critical Infrastructure
10000260,Northern Nevada Transitional Housing,State,Adult Correctional Facility,Minimum,Open,225 Sunshine Lane,Reno,NV,89502,Washoe,32031,(775) 688-1140,http://doc.nv.gov/Facilities/Home/,39.526859,-119.788673,112,104,Not Specified,DHS HIFLD Critical Infrastructure
10002001,Silver Springs Conservation Camp,State,Work Camp / Conservation Camp,Minimum,Closed,4950 Shirlee Ave,Silver Springs,NV,89429,Lyon,32019,,http://doc.nv.gov/Facilities/SSCC_Facility/,39.376467,-119.304421,,0,Not Specified,DHS HIFLD Critical Infrastructure
10006613,Lake's Crossing Center,State,Adult Correctional Facility,Maximum,Open,500 Galletti Way,Sparks,NV,89431,Washoe,32031,(775) 688-1900,http://dpbh.nv.gov/Programs/ClinicalBehavioralServ/Clinical_Behavioral_Services_-_Home/,39.531542,-119.778144,86,,Not Specified,DHS HIFLD Critical Infrastructure
10002998,Tonopah Conservation Camp,State,Work Camp / Conservation Camp,Minimum,Open,"Hc 76, Box 8045",Tonopah,NV,89049,Nye,32023,(775) 482-6700,http://doc.nv.gov/Facilities/TCC_Facility/,38.168681,-117.107415,152,147,Not Specified,DHS HIFLD Critical Infrastructure
10000258,Wells Conservation Camp,State,Work Camp / Conservation Camp,Minimum,Open,Hc 67 - 50,Wells,NV,89835,Elko,32007,(775) 478-5120,http://doc.nv.gov/Facilities/WCC_Facility/,41.090238,-114.702568,150,142,Not Specified,DHS HIFLD Critical Infrastructure
10002988,Humboldt Conservation Camp,State,Work Camp / Conservation Camp,Minimum,Open,8105 Conservation Rd,Winnemucca,NV,89446,Humboldt,32013,(775) 623-6530,http://doc.nv.gov/Facilities/Home/,40.900215,-117.921761,152,122,Not Specified,DHS HIFLD Critical Infrastructure
10003178,Albany County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,840 Albany Shaker Rd,Albany,NY,12211,Albany,36001,(518) 869-2600,http://www.albanycounty.com/Government/Departments/CountySheriff/Corrections.aspx,42.751643,-73.816578,1043,800,Not Specified,DHS HIFLD Critical Infrastructure
10003179,Capital District Secure Juvenile Detention Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,838 Albany Shaker Rd,Albany,NY,12211,Albany,36001,(518) 456-9399,https://cdrpc.org/programs/cdyci,42.753221,-73.818694,24,16,Not Specified,DHS HIFLD Critical Infrastructure
10001498,Orleans County Jail,County / Local,County / Local Jail,Maximum,Open,26 Platt St,Albion,NY,14411,Orleans,36073,(585) 589-4310,http://www.orleanscountyny.gov/departments/public-safety/sheriff/jail,43.245612,-78.192519,82,67,Not Specified,DHS HIFLD Critical Infrastructure
10003163,Erie County Correctional Facility,County / Local,County / Local Jail,Medium,Closed,11581 Walden Ave,Alden,NY,14004,Erie,36029,(716) 858-7618,https://news.wbfo.org/post/prison-closings-include-erie-county-facility,42.932313,-78.557671,884,606,Not Specified,DHS HIFLD Critical Infrastructure
10002282,Cayuga County Jail,County / Local,County / Local Jail,Maximum,Open,7445 County House Rd,Auburn,NY,13021,Cayuga,36011,(315) 253-2911,http://cayugasheriff.com/,42.979791,-76.543535,214,176,Not Specified,DHS HIFLD Critical Infrastructure
10003154,Saratoga County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,6010 County Farm Rd,Ballston Spa,NY,12020,Saratoga,36091,(518) 885-6761,https://saratogacountysheriff.org/?page_id=28,43.020103,-73.874294,255,184,Not Specified,DHS HIFLD Critical Infrastructure
10003161,Genesee County Jail,County / Local,County / Local Jail,Not Specified,Open,14 W Main St,Batavia,NY,14021,Genesee,36037,(585) 343-0838,https://www.co.genesee.ny.us/departments/sheriff/jail.php,42.998849,-78.187975,87,78,Not Specified,DHS HIFLD Critical Infrastructure
10003183,Steuben County Jail,County / Local,County / Local Jail,Not Specified,Open,7007 Rumsey St Extension,Bath,NY,14810,Steuben,36101,(607) 622-3906,https://www.steubencony.org/pages.asp?PGID=43,42.349888,-77.296006,262,209,Not Specified,DHS HIFLD Critical Infrastructure
10005245,Allegany County Jail,County / Local,County / Local Jail,Not Specified,Open,4884 State Route 19s,Belmont,NY,14813,Allegany,36003,(585) 268-9428,http://www.alleganyco.com/departments/sheriffs-office/,42.213078,-78.016301,,121,Not Specified,DHS HIFLD Critical Infrastructure
10003190,Broome County Correctional Facility,County / Local,County / Local Jail,Maximum,Open,155 Lt. Vanwinkle Drive,Binghamton,NY,13905,Broome,36007,(607) 778-1911,http://www.gobroomecounty.com/sheriff/corrections,42.13147,-75.916792,536,505,Not Specified,DHS HIFLD Critical Infrastructure
10005800,Children's Home - Broome County Nsd,County / Local,Juvenile Detention / Residential,Juvenile,Open,1182 Chenango Street,Binghamton,NY,13901,Broome,36007,(607) 772-6904,https://chowc.org/,42.15167,-75.88328,,6,Not Specified,DHS HIFLD Critical Infrastructure
10001501,Erie County Holding Center,County / Local,County / Local Jail,Maximum,Open,40 Delaware Ave,Buffalo,NY,14202,Erie,36029,(716) 858-7618,http://www2.erie.gov/sheriff/index.php?q=jail-management-division,42.884385,-78.879322,638,397,Not Specified,DHS HIFLD Critical Infrastructure
10003162,Erie County Juvenile Detention Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,810 E Ferry St,Buffalo,NY,14211,Erie,36029,(716) 923-4000,http://www2.erie.gov/youthservices/,42.915633,-78.835365,64,50,Not Specified,DHS HIFLD Critical Infrastructure
10005799,Burnham Youth Safe Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,13640 Route 22,Canaan,NY,12029,Columbia,36021,(518) 781-4567,http://www.berkshirefarm.org/,42.414751,-73.403709,,12,Not Specified,DHS HIFLD Critical Infrastructure
10005795,Hillside - Ontario County - Hopewell,County / Local,Juvenile Detention / Residential,Juvenile,Open,3093 County Complex Drive,Canandaigua,NY,14424,Ontario,36069,(585) 394-0180,https://www.hillside.com/,42.884524,-77.214952,10,8,Not Specified,DHS HIFLD Critical Infrastructure
10003168,Ontario County Jail,County / Local,County / Local Jail,Not Specified,Open,3045 County Complex Dr,Canandaigua,NY,14424,Ontario,36069,(585) 396-1800,http://www.co.ontario.ny.us/209/Corrections,42.880635,-77.212463,276,176,Not Specified,DHS HIFLD Critical Infrastructure
10005787,St Lawrence County Old Jail,County / Local,County / Local Jail,Not Specified,Closed,5 Judson St,Canton,NY,13617,St. Lawrence,36089,,,44.59846,-75.168696,,0,Not Specified,DHS HIFLD Critical Infrastructure
10003123,St. Lawrence County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,17 Commerce Lane,Canton,NY,13617,St. Lawrence,36089,(315) 379-2367,https://www.stlawco.org/Departments/Sheriff/CorrectionalDivision/,44.58803,-75.181688,186,160,Not Specified,DHS HIFLD Critical Infrastructure
10003207,Putnam County Jail,County / Local,County / Local Jail,Not Specified,Open,3 County Center,Carmel,NY,10512,Putnam,36079,(845) 225-5255,https://putnamsheriff.com/jail-visitation-schedule,41.425157,-73.676475,,86,Not Specified,DHS HIFLD Critical Infrastructure
10001502,Greene County Jail,County / Local,County / Local Jail,Not Specified,Open,80 Bridge St,Catskill,NY,12414,Greene,36039,(518) 943-3300,https://www.greenegovernment.com/departments/sheriff,42.217503,-73.863939,56,50,Not Specified,DHS HIFLD Critical Infrastructure
10003174,Otsego County Jail,County / Local,County / Local Jail,Maximum,Open,172 County Hwy 33 W,Cooperstown,NY,13326,Otsego,36077,(607) 547-4252,http://www.otsegocounty.com/depts/shf/index.htm,42.652673,-74.949986,100,54,Not Specified,DHS HIFLD Critical Infrastructure
10003180,Cortland County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,54 Greenbush St,Cortland,NY,13045,Cortland,36023,(607) 756-3438,https://www.cortland-co.org/355/Correctional-Facility,42.598548,-76.175794,90,80,Not Specified,DHS HIFLD Critical Infrastructure
10003186,Delaware County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,280 Phoebe Lane,Delhi,NY,13753,Delaware,36025,(607) 832-5863,http://www.co.delaware.ny.us/departments/shrf/corrections.htm,42.291703,-74.910464,121,87,Not Specified,DHS HIFLD Critical Infrastructure
10005804,Clearview Nsd / Scholes Nsd,County / Local,Juvenile Detention / Residential,Juvenile,Open,1 Echo Hill,Dobbs Ferry,NY,10522,Westchester,36119,,,41.004274,-73.863423,12,,Not Specified,DHS HIFLD Critical Infrastructure
10003214,Nassau County Correctional Center,County / Local,County / Local Jail,Not Specified,Open,100 Carman Ave,East Meadow,NY,11554,Nassau,36059,(516) 572-4200,https://www.nassaucountyny.gov/1892/Correctional-Center,40.73252,-73.552253,,1186,Not Specified,DHS HIFLD Critical Infrastructure
10001503,Chemung County Correctional Facility,County / Local,County / Local Jail,Maximum,Open,211 William St,Elmira,NY,14901,Chemung,36015,(607) 737-2934,http://www.chemungsheriff.net/index.asp?pageId=266,42.091208,-76.801406,262,165,Not Specified,DHS HIFLD Critical Infrastructure
10003139,Washington County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,399 Broadway,Fort Edward,NY,12828,Washington,36115,(518) 746-2476,http://www.co.washington.ny.us/258/Divisions,43.289213,-73.589531,179,89,Not Specified,DHS HIFLD Critical Infrastructure
10005243,Montgomery County Jail,County / Local,County / Local Jail,Not Specified,Open,200 Clark Drive,Fultonville,NY,12072,Montgomery,36057,(518) 853-5555,https://www.co.montgomery.ny.us/web/sites/departments/sheriff/corrections.asp,42.933666,-74.331908,,96,Not Specified,DHS HIFLD Critical Infrastructure
10003171,Livingston County Jail,County / Local,County / Local Jail,Not Specified,Open,4 Court St,Geneseo,NY,14454,Livingston,36051,(585) 243-7180,https://www.livingstoncounty.us/247/Corrections,42.80149,-77.81616,194,143,Not Specified,DHS HIFLD Critical Infrastructure
10003205,Orange County Jail,County / Local,County / Local Jail,Not Specified,Open,110 Wells Farm Rd,Goshen,NY,10924,Orange,36071,(845) 291-7713,https://www.orangecountygov.com/511/Corrections-Jail,41.405146,-74.359005,,683,Not Specified,DHS HIFLD Critical Infrastructure
10005241,Herkimer County Jail,County / Local,County / Local Jail,Not Specified,Open,320 North Main Street,Herkimer,NY,13350,Herkimer,36043,(315) 867-1252,,43.029096,-74.987733,,31,Not Specified,DHS HIFLD Critical Infrastructure
10003187,Columbia County Jail,County / Local,County / Local Jail,Maximum,Open,85 Industrial Tract,Hudson,NY,12534,Columbia,36021,(518) 828-3324,http://www.columbiacountysheriff.us/corrections-division,42.248948,-73.755692,135,104,Not Specified,DHS HIFLD Critical Infrastructure
10005244,Tompkins County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,779 Warren Road,Ithaca,NY,14850,Tompkins,36109,(607) 257-5316,http://tompkinscountyny.gov/sheriff/co_home,42.49257,-76.466652,,74,Not Specified,DHS HIFLD Critical Infrastructure
10001508,Queens County Jail,County / Local,County / Local Jail,Not Specified,Closed,14406 94th Ave,Jamaica,NY,11435,Queens,36081,,,40.698299,-73.807895,,,Not Specified,DHS HIFLD Critical Infrastructure
10001499,Onondaga County Department of Correction,County / Local,County / Local Jail,Maximum,Open,6660 E Seneca Turnpike,Jamesville,NY,13078,Onondaga,36067,(315) 435-5581,https://sheriff.ongov.net/correction/,42.98785,-76.061761,516,485,Not Specified,DHS HIFLD Critical Infrastructure
10003155,Fulton County Correctional Center,County / Local,County / Local Jail,Not Specified,Open,2710 State Hwy 29,Johnstown,NY,12095,Fulton,36035,(518) 736-2118,,43.018741,-74.349706,,98,Not Specified,DHS HIFLD Critical Infrastructure
10003194,Ulster County Law Enforcement Center,County / Local,County / Local Jail,Maximum,Open,380 Boulevard,Kingston,NY,12401,Ulster,36111,(845) 340-3644,https://ulstercountyny.gov/sheriff/corrections-division,41.912461,-74.015925,502,280,Not Specified,DHS HIFLD Critical Infrastructure
10003142,Warren County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,1400 State Route 9,Lake George,NY,12845,Warren,36113,(518) 743-2500,https://warrencountysheriffny.us/default.a5w?componentName=default%2ea5w&componentAlias=&componentType=A5W%20Page&style=MobTan&overrideSettings=,43.362051,-73.698623,186,118,Not Specified,DHS HIFLD Critical Infrastructure
10005240,Hamilton County Jail,County / Local,County / Local Jail,Not Specified,Open,102 County View Drive,Lake Pleasant,NY,12108,Hamilton,36041,(518) 548-3113,https://www.hamiltoncounty.com/,43.470237,-74.412356,,1,Not Specified,DHS HIFLD Critical Infrastructure
10003133,Essex County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,702 Stowersville Rd,Lewis,NY,12950,Essex,36031,(518) 873-6974,http://www.co.essex.ny.us/Sheriffs/index_files/corrections.htm,44.28209,-73.536682,,76,Not Specified,DHS HIFLD Critical Infrastructure
10003185,Cattaraugus County Jail,County / Local,County / Local Jail,Maximum,Open,301 Court St,Little Valley,NY,14755,Cattaraugus,36009,(716) 938-9194,https://www.cattco.org/sheriffs-office/jail-division,42.252199,-78.800391,150,134,Not Specified,DHS HIFLD Critical Infrastructure
10002283,Niagara County Jail,County / Local,County / Local Jail,Not Specified,Open,5526 Niagara St,Lockport,NY,14094,Niagara,36063,(716) 438-3393,https://www.niagarasheriff.com/main.html,43.180349,-78.737945,453,429,Not Specified,DHS HIFLD Critical Infrastructure
10005239,Lewis County Jail,County / Local,County / Local Jail,Not Specified,Open,5252 Outer Stowe Street,Lowville,NY,13367,Lewis,36049,(315) 376-3511,https://www.lewiscounty.org/departments/jail/jail,43.778356,-75.499433,,36,Not Specified,DHS HIFLD Critical Infrastructure
10000749,Wayne County Jail,County / Local,County / Local Jail,Maximum,Open,7376 Route 31,Lyons,NY,14489,Wayne,36117,(315) 946-9711,http://waynecosheriff.org/,43.06649,-77.032734,,94,Not Specified,DHS HIFLD Critical Infrastructure
10005788,Franklin County Jail / Sheriff,County / Local,County / Local Jail,Not Specified,Open,45 Bare Hill Road,Malone,NY,12953,Franklin,36033,(518) 483-6795,https://franklincountysheriffsoffices.us/correctional-division/,44.86892,-74.319143,,94,Not Specified,DHS HIFLD Critical Infrastructure
10002288,Chautauqua County Jail,County / Local,County / Local Jail,Not Specified,Open,15 E Chautauqua St,Mayville,NY,14757,Chautauqua,36013,(716) 753-4935,https://www.sheriff.us/corrections,42.254448,-79.503435,,221,Not Specified,DHS HIFLD Critical Infrastructure
10001505,Sullivan County Jail,County / Local,County / Local Jail,Not Specified,Open,2 Bushnell Ave,Monticello,NY,12701,Sullivan,36105,(845) 794-7102,http://sullivanny.us/Departments/Sheriff,41.65595,-74.684114,,135,Not Specified,DHS HIFLD Critical Infrastructure
10003211,Rockland County Correctional Center,County / Local,County / Local Jail,Not Specified,Open,51 New Hempstead Rd,New City,NY,10956,Rockland,36087,(845) 638-5600,http://www.rocklandcountysheriffoffice.com/corrections_accred.html,41.146562,-73.99353,,178,Not Specified,DHS HIFLD Critical Infrastructure
10003182,Chenango County Jail,County / Local,County / Local Jail,Not Specified,Open,279 County Road 46,Norwich,NY,13815,Chenango,36017,(607) 336-1402,http://www.chenangosheriff.us/corrections-division.html,42.507616,-75.537929,133,101,Not Specified,DHS HIFLD Critical Infrastructure
10003151,Oneida County Correctional Facility,County / Local,County / Local Jail,Maximum,Open,6075 Judd Rd,Oriskany,NY,13424,Oneida,36065,(315) 768-7804,http://oneidacountysheriff.us/correctiondivision/correctionofficer,43.156053,-75.377345,634,512,Not Specified,DHS HIFLD Critical Infrastructure
10003143,Oswego County Jail,County / Local,County / Local Jail,Not Specified,Open,39 Churchhill Rd,Oswego,NY,13126,Oswego,36075,(315) 349-3300,https://www.oswegocounty.com/departments/public_safety/sheriff/corrections_division.php,43.432022,-76.479921,,136,Not Specified,DHS HIFLD Critical Infrastructure
10003191,Tioga County Jail,County / Local,County / Local Jail,Maximum,Open,103 Corporate Dr,Owego,NY,13827,Tioga,36107,(607) 687-8463,http://www.tiogacountysheriff.com/divisions-corrections,42.141674,-76.266337,104,80,Not Specified,DHS HIFLD Critical Infrastructure
10003181,Yates County Jail,County / Local,County / Local Jail,Not Specified,Open,227 Main St,Penn Yan,NY,14527,Yates,36123,(315) 536-5175,https://www.yatescounty.org/275/Corrections-Jail-Division,42.66575,-77.05527,65,44,Not Specified,DHS HIFLD Critical Infrastructure
10005792,Hillside - Lovejoy Non - Secure Detention,County / Local,Juvenile Detention / Residential,Juvenile,Closed,2310 Lehigh Station Road,Pittsford,NY,14534,Monroe,36055,,,43.060358,-77.576502,8,0,Not Specified,DHS HIFLD Critical Infrastructure
10003129,Clinton County Jail,County / Local,County / Local Jail,Maximum,Open,25 McCarthy Dr,Plattsburgh,NY,12901,Clinton,36019,(518) 565-4300,https://www.clintoncountygov.com/sheriff/corrections_division,44.720466,-73.466869,300,210,Not Specified,DHS HIFLD Critical Infrastructure
10002289,Dutchess County Jail,County / Local,County / Local Jail,Maximum,Open,150 N Hamilton St,Poughkeepsie,NY,12601,Dutchess,36027,(845) 486-3900,https://www.dutchessny.gov/Departments/Jail/dutchess-county-jail.htm,41.710837,-73.921429,257,412,Not Specified,DHS HIFLD Critical Infrastructure
10003212,Suffolk County Jail - Riverhead,County / Local,County / Local Jail,Not Specified,Open,100 Center Dr South,Riverhead,NY,11901,Suffolk,36103,(631) 852-2200,https://suffolkcountysheriffsoffice.com/,40.914184,-72.672692,769,626,Not Specified,DHS HIFLD Critical Infrastructure
10005791,Hillside - Northaven Terrace,County / Local,Juvenile Detention / Residential,Juvenile,Open,160 Northaven Terrace,Rochester,NY,14621,Monroe,36055,,https://www.hillside.com/,43.190583,-77.587725,19,12,Not Specified,DHS HIFLD Critical Infrastructure
10002284,Monroe County Children's Detention Center - Westfall Rd,County / Local,Juvenile Detention / Residential,Juvenile,Closed,355 Westfall Rd,Rochester,NY,14620,Monroe,36055,,,43.11274,-77.612502,45,0,Not Specified,DHS HIFLD Critical Infrastructure
10002285,Monroe County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,750 E Henrietta Rd,Rochester,NY,14623,Monroe,36055,(585) 753-3078,https://www2.monroecounty.gov/sheriff-jailbureau,43.107039,-77.611501,475,205,Not Specified,DHS HIFLD Critical Infrastructure
10002286,Monroe County Jail,County / Local,County / Local Jail,Maximum,Open,130 Plymouth Ave S,Rochester,NY,14614,Monroe,36055,(585) 753-4300,https://www2.monroecounty.gov/sheriff-index.php,43.152669,-77.613422,1000,881,Not Specified,DHS HIFLD Critical Infrastructure
10003169,Seneca County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,6150 State Route 96,Romulus,NY,14541,Seneca,36099,(315) 220-3469,http://sheriff.co.seneca.ny.us/divisions.php,42.723153,-76.831309,120,79,Not Specified,DHS HIFLD Critical Infrastructure
10006836,Monroe County Children's Center - Rush,County / Local,Juvenile Detention / Residential,Juvenile,Open,400 Rush Scottsville Rd,Rush,NY,14543,Monroe,36055,(585) 753-5940,,43.005409,-77.713466,20,,Not Specified,DHS HIFLD Critical Infrastructure
10003173,Schenectady County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,320 Veeder Ave,Schenectady,NY,12307,Schenectady,36093,(518) 388-4300,https://www.schenectadycounty.com/node/272,42.809935,-73.940275,378,289,Not Specified,DHS HIFLD Critical Infrastructure
10003176,Schoharie County Jail,County / Local,County / Local Jail,Not Specified,Closed,157 Depot Lane,Schoharie,NY,12157,Schoharie,36095,(518) 295-2264,,42.67239,-74.309234,89,0,Not Specified,DHS HIFLD Critical Infrastructure
10003159,Hillbrook Juvenile Detention Center,County / Local,Juvenile Detention / Residential,Juvenile,Open,4949 Velasko Rd,Syracuse,NY,13215,Onondaga,36067,(315) 435-1421,http://www.ongov.net/hillbrook/,43.01075,-76.187243,32,16,Not Specified,DHS HIFLD Critical Infrastructure
10003158,Onondaga County Justice Center,County / Local,County / Local Jail,Maximum,Open,555 S State St,Syracuse,NY,13202,Onondaga,36067,(315) 435-1770,https://sheriff.ongov.net/custody/justice-center/,43.046176,-76.146796,,576,Not Specified,DHS HIFLD Critical Infrastructure
10003172,Rensselaer County Jail,County / Local,County / Local Jail,Not Specified,Open,4000 Main St,Troy,NY,12180,Rensselaer,36083,(518) 266-1900,http://www.rensco.com/departments/sheriff/bureau-of-corrections/,42.710061,-73.700684,473,300,Not Specified,DHS HIFLD Critical Infrastructure
10005793,Skeele Valley Non - Secure Detention,County / Local,Juvenile Detention / Residential,Juvenile,Open,6912 Jones Road,Tully,NY,13159,Onondaga,36067,,http://elmcrest.org/children-and-families/services-children-foster-care/residential-onoff-campus-programs/,42.812738,-76.044913,12,12,Not Specified,DHS HIFLD Critical Infrastructure
10000766,Westchester County Department of Correction,County / Local,County / Local Jail,Maximum,Open,10 Wood Rd,Valhalla,NY,10595,Westchester,36119,(914) 231-1400,https://correction.westchestergov.com/,41.07839,-73.805002,1821,1047,Not Specified,DHS HIFLD Critical Infrastructure
10001500,Madison County Jail / Sheriff,County / Local,County / Local Jail,Not Specified,Open,138 N Court St,Wampsville,NY,13163,Madison,36053,(315) 366-2300,https://www.madisoncounty.ny.gov/376/Correction-Division,43.080954,-75.703049,127,81,Not Specified,DHS HIFLD Critical Infrastructure
10005797,Wyoming County Jail / Sheriff,County / Local,County / Local Jail,Not Specified,Open,151 North Main Street,Warsaw,NY,14569,Wyoming,36121,(585) 786-8808,https://www.wyomingco.net/183/Jail-Division,42.743943,-78.133329,81,55,Not Specified,DHS HIFLD Critical Infrastructure
10000753,Seneca County Jail,County / Local,County / Local Jail,Maximum,Closed,44 W William St,Waterloo,NY,13165,Seneca,36099,(315) 220-3469,http://sheriff.co.seneca.ny.us/department-divisions/corrections/,42.905659,-76.866792,120,0,Not Specified,DHS HIFLD Critical Infrastructure
10005789,Children's Home of Jefferson County,County / Local,Juvenile Detention / Residential,Juvenile,Open,1704 State Street,Watertown,NY,13601,Jefferson,36045,(315) 788-7430,https://www.chjc.org/,43.966075,-75.88029,,10,Not Specified,DHS HIFLD Critical Infrastructure
10003137,Jefferson County Correctional Facility,County / Local,County / Local Jail,Not Specified,Open,753 Waterman Dr,Watertown,NY,13601,Jefferson,36045,(315) 786-2700,http://www.co.jefferson.ny.us/index.aspx?page=114,43.972383,-75.928462,196,166,Not Specified,DHS HIFLD Critical Infrastructure
10005798,Schuyler County Sheriff's Department,County / Local,County / Local Jail,Not Specified,Open,106 10th Street,Watkins Glen,NY,14891,Schuyler,36097,(607) 535-8222,http://ny-schuylercounty.civicplus.com/288/Corrections,42.376859,-76.870845,30,17,Not Specified,DHS HIFLD Critical Infrastructure
